pseudocode,state,district,block,school loc,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
1686012,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Achubalu,Achubalu,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,2,1,10,0
2640172,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Madepalli,Madepalli,BARGUR,3,3,1,12,5,635104,2,2,3,0,2,19,0,0,0,1,1,1,1,2,210,1,22,12,1,5,0,0
8645261,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Salinayanapalli,Karakuppam,BARGUR,1,3,1,5,1,635104,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,0,0
4297905,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Sundekuppam,Sundekuppam,Kaveripattinam,1,3,1,5,1,635101,2,2,3,0,2,19,0,0,0,2,2,1,2,1,194,1,0,0,5,3,3,7
6157668,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Salinayanapalli,Karakuppam,BARGUR,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,189,1,1,0,0,0,3,1
8403584,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Sundekuppam,Sundekuppam,KAVERIPATTINAM,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,1,194,1,0,0,0,2,1,0
1855483,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Anekollu,Anekollu,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,11,7
5980821,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Chellakuttapatti,Sellagudapatti,KAVERIPATTINAM,1,3,1,5,1,635201,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,2,1
2893463,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Pillari Agraharam,Pillariagraharam,KELAMANGALAM,1,3,1,5,1,635116,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,0,1,5,3
9225488,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Gunthapalli,Kuppachiparai,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,0,2,0,1
8288229,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Singarapettai,Singerapatti,UTHANGARAI,1,3,1,5,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,1,0,0
1141738,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Parandapalli,Parandapalli,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,1,4
1839984,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Kondampatti,Kondampatty,UTHANGARAI,1,3,1,5,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,2,0,2,1
3120597,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Gopanapalli,Gopanapalli,HOSUR,2,3,1,8,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,2,1
7934552,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Podar,Salamarathupattii,MATHUR,1,3,1,5,1,635304,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
2421492,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Chennapalli,Chennapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,4,1,0,0
4371589,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,2,Kelamangalam,Kelamangalam (TP) - Ward No.15,,,,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,16,12
8131616,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kadappasandampatti,Kullampatti,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,0,0,2,2
7446147,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Panchakshipuram,Masinayakanapalli,HOSUR,1,3,1,5,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,1,204,1,0,0,0,0,0,0
3502346,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Pandikurikki,V.Madepalli,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,208,1,0,0,0,0,3,5
9363046,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Parandapalli,Parandapalli,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,1,0,0,0
9638249,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Orappam,Orappam,BARGUR,1,3,1,5,1,635108,2,2,3,0,2,16,0,0,0,2,2,1,2,2,189,1,0,0,0,0,4,1
9762549,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Mallapadi,Mallapadi,BARGUR,1,3,1,5,1,635104,2,1,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,0,1,0,0
4332591,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Ayaranapalli,Ayaranapalli,SHOOLAGIRI,2,3,1,8,1,635119,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,6,2
6451531,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.38,,,,1,3,1,5,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,2,2,203,1,0,0,2,3,6,6
1395244,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Muthuganapalli,Muduganapalli,HOSUR,3,3,1,12,5,635110,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,10,8,0,3,0,0
2545695,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Anchetty,Anchetti,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
4875654,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Bommepalli,Bommepalli,MATHUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,2,0
2486679,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Palepalle,Palepalli,BARGUR,1,3,1,5,1,635108,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,0,0
6747824,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Singarapettai,Singerapatti,UTHANGARAI,1,3,1,5,5,635307,2,2,3,0,2,19,0,0,0,2,2,1,1,2,235,1,26,20,9,5,0,0
5766663,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Sathanur,Sathanur,THALLY,1,3,1,5,1,635114,2,2,3,0,2,19,0,0,0,2,2,1,2,2,207,1,0,0,0,0,0,1
8905944,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Natrapalayam,Natrampalayam,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,0,0,0
4340921,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Kottaiyur,Kottaiyur,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,1,0,1,2
1338791,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Peddatalapalli,Peththathaalapalli,Krishnagiri,6,3,1,10,5,635001,2,2,3,0,2,19,0,0,0,2,0,1,1,2,210,1,11,5,1,0,0,0
4159544,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Chennapalli,Chennapalli,SHOOLAGIRI,2,3,1,8,1,635117,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,1,0,0
3089822,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Agaram,Ittikal Agaram,KRISHNAGIRI,1,3,1,5,1,635122,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,1,3,4
1515022,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Naralapalli,Naaralapalli,KRISHNAGIRI,1,3,1,5,1,635120,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,3,2,0,0,1,0
6585440,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Eluvapalli,Eachangur,HOSUR,1,3,1,5,1,635103,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
5498884,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Samalpatti,Samalpatti,MATHUR,1,3,1,5,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,1,0,0,0
5084389,TAMIL NADU,KRISHNAGIRI,BARGUR,2,Bargur,Bargur (TP) - Ward No.6,,,,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,207,1,0,0,1,0,6,2
5708669,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Jowlagiri,Jawalagiri,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,2,0
4457210,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Bathimadugu,Bathimadugu,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,0,0
7865025,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Guruvinayanapalli,Guruvinayanapalli,BARGUR,1,3,1,5,1,635120,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,4,4
7017714,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Papparapatti,K. Papparapatti,MATHUR,1,3,1,5,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,1,200,1,0,0,0,0,1,2
3241806,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Bairamangalam,Bairamangalam,Kelamangalam,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
4793364,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Hanumanthapuram,Hanumanthapuram,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,2,3
2058491,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Natrapalayam,Natrampalayam,THALLY,1,3,1,5,5,635102,2,2,3,0,1,19,0,0,0,2,2,1,1,2,0,1,11,11,1,0,0,0
3933082,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.5,,,,1,3,1,5,1,635126,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,1,0,2
5851302,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Kannandahalli,Kannandahalli,MATHUR,1,3,1,5,1,635203,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,1,1,4,3
9558902,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Erudukotta,Irudhukottai,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,0,0
7443417,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Majethgollahalli,Majeethgollahalli,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,4,3,0,0
7973523,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Vadamalampatti,Puliyampatti,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
7903514,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Maruderi,Maruderi,KAVERIPATTINAM,1,3,1,5,1,635204,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,1,0,3,3
2779628,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Kempatti,Kempatti,THALLY,1,3,1,5,1,635117,2,2,3,0,2,5,0,0,0,2,2,1,2,2,204,1,0,0,0,0,2,2
3791935,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Echanahalli,Rayakottai,KELAMANGALAM,1,3,1,5,1,635116,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,2,0,0,0
4186444,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Sathanur,Sathanur,THALLY,1,3,1,5,1,635114,2,2,3,0,2,5,0,0,0,2,2,1,2,2,204,1,1,0,0,0,0,0
9103498,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Pavakkal,Pavakkal,UTHANGARAI,1,3,1,5,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,2,5,8
8490325,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.29,,,,1,3,1,5,5,635001,2,2,3,0,1,19,0,0,0,2,2,1,1,2,200,1,29,18,3,2,0,0
9347028,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Mallasandram,Mallasandiram,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,1,196,1,0,0,0,0,3,4
4686978,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.43,,,,2,3,1,8,5,635110,2,2,3,0,1,19,0,0,0,0,0,1,1,2,199,1,9,14,4,4,0,0
1643342,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Anandur,Anandur,MATHUR,1,3,1,5,1,635304,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,0,3,2
9988955,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kattiganapalli (Ct),Kattigaanapalli,KRISHNAGIRI,6,3,1,10,5,635002,2,2,3,0,2,19,0,0,0,1,0,1,1,2,220,1,10,4,8,9,0,0
9136749,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Salinayanapalli,Karakuppam,BARGUR,3,3,1,12,5,635104,2,2,3,0,2,19,0,0,0,2,2,1,1,2,226,1,55,44,10,6,0,0
6056593,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Balekuli,Baleguli,Kaveripattinam,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,2,2,0,1
3310329,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Kundumaranapalli,Kundhumaranapalli,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
1018069,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Kolatti,Kolatti,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,1,208,1,0,0,0,0,3,4
1737959,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Thattiganapalli,Muthali,HOSUR,1,3,1,5,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,5,2
7487302,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Muthuganapalli,Muduganapalli,HOSUR,1,3,1,5,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
2511859,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Chennapalli,Chennapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,1,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
6996830,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Andevanapalli,Andevanapalli,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,1,204,1,0,0,0,0,2,5
3029750,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Kundumaranapalli,Kundhumaranapalli,KELAMANGALAM,6,3,1,10,5,635113,2,2,3,0,2,19,0,0,0,2,2,1,1,2,187,1,18,12,6,8,0,0
2444103,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Egoor,Eggoor,UTHANGARAI,1,3,1,5,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,1,0,1,3
1780330,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Barur,Barur,KAVERIPATTINAM,1,3,1,5,1,635201,2,2,3,0,2,16,0,0,0,2,2,1,2,1,189,1,0,0,0,1,3,0
4655239,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Thuppuganapalli,Thuppuganapalli,Shoolagiri,1,3,1,5,1,635119,2,2,3,0,2,19,0,0,0,2,2,1,2,2,189,1,0,0,0,0,2,4
7570109,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Agasipalli,Agasipalli,KRISHNAGIRI,1,3,1,5,1,635002,2,2,3,0,2,16,19,0,0,2,2,1,2,2,210,1,0,0,0,1,10,6
6746079,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kallukurikki,Kallukurukki,KRISHNAGIRI,1,3,1,5,1,635002,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,1,0,0,1,0
5891181,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Moranapalli,Perandapalli,SHOOLAGIRI,1,3,1,5,1,635109,2,2,3,0,2,18,0,0,0,2,2,1,2,2,204,1,0,0,0,0,5,9
7577217,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Kondappanayanapalli,Chennasandiram,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,2,0,0,0
7888518,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.42,,,,1,3,1,5,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
7377253,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.45,,,,3,3,1,12,5,635110,2,2,3,0,2,19,0,0,0,1,1,1,1,2,220,1,22,29,2,7,0,0
8167553,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Varatanapalli,Varattanapalli,BARGUR,1,3,1,5,1,635120,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,4,11
3318845,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Singarapettai,Singerapatti,UTHANGARAI,6,3,1,10,5,635307,2,2,3,0,2,19,0,0,0,2,0,1,1,2,210,1,24,17,1,0,2,1
9928084,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.5,,,,6,3,1,10,5,635126,2,2,3,0,2,19,0,0,0,2,0,1,1,2,215,1,28,25,3,6,0,0
6537248,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kondappanayakempalli,Kondappanayanapalli,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,193,1,0,0,2,2,0,1
4200087,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Parandapalli,Parandapalli,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,4
1801518,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Immidinayaganapalli,Immidinayakanapalli,SHOOLAGIRI,1,3,1,5,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
9878641,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Toddur,Kalingavaram,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
5358712,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Thiyagarsanapalli,Thiyagarasanapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,1,6,6
5174123,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kallukurikki,Kallukurukki,KRISHNAGIRI,2,3,1,8,1,635002,2,2,3,0,2,16,19,0,0,2,2,1,1,1,206,1,2,2,0,0,0,0
8825719,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kadappasandampatti,Kullampatti,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,1,0,0
3092332,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Vadamalampatti,Puliyampatti,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,2,0,0,0
2683106,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Thalikothanur,Thally Kothanur,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,0,0,2,1
1518665,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Sokkadi,Sokkaadi,KRISHNAGIRI,1,3,1,5,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,0,0
5420804,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Ariyanapalli,Veppanapalli,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,16,19,0,0,2,2,1,2,2,194,1,0,0,0,0,0,0
1279271,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Pannandur,Pannandhur,KAVERIPATTINAM,1,3,1,5,1,635123,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,1,0,3,4
9185121,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Chowttahalli,Malaiyandahalli,KAVERIPATTINAM,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,1,194,1,0,0,1,0,0,0
9045791,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Kothapalli,Sevaganapalli,HOSUR,1,3,1,5,1,635103,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
1569666,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Chowttahalli,Sowtahalli,Kaveripattinam,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,1,0,4,6
8467646,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Bukkasagaram,Bukkasagaram,SHOOLAGIRI,3,3,1,12,5,635109,2,2,3,0,2,19,0,0,0,1,1,1,1,2,225,1,16,22,3,3,0,0
6432620,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.10,,,,6,3,1,10,5,635109,2,2,3,0,2,19,0,0,0,2,0,1,1,2,210,1,7,8,5,0,0,0
8614839,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Guttur,Guttur,BARGUR,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,189,1,0,0,0,0,0,1
3808224,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Pasinayanapalli,Bandaseemanoor,Bargur,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,0,1
7562032,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Anchetty,Anchetti,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,2,2,0,0,0,0
1587516,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Erudukotta,Irudhukottai,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,1,2
6161429,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Sulakarai,Soolagarai,MATHUR,1,3,1,5,1,635304,2,2,3,0,2,16,0,0,0,2,2,1,2,2,203,1,0,0,0,1,0,0
5460872,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Thaggatti,Thaggatti,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,1,0,1,0,0,0,0,1,0
4569046,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Urigam,Urigam,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,208,1,0,0,0,0,1,1
3183356,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.31,,,,5,2,6,12,4,635001,2,2,3,0,1,16,19,0,0,2,2,1,9,0,205,1,0,0,0,0,0,0
2625046,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Oppathavadi,Oppathavadi,BARGUR,7,3,6,10,1,635104,2,2,3,0,2,19,16,0,0,2,0,1,9,0,203,1,0,0,0,0,0,0
5558266,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Belagundapalli,Belagondapalli,THALLY,1,3,1,5,1,635114,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,3,1,13,22
3653564,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Erudukotta,Irudhukottai,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,5,3
9698554,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Puligunta,Thogarapalli,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,0,1,2,1
2245908,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Agaram,Ittikal Agaram,Krishnagiri,1,3,1,5,1,635122,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,1,1
4258298,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,2,Denkanikottai,Denkanikottai (TP) -Ward No.16,,,,2,3,1,8,1,635107,2,2,3,0,2,19,16,0,0,2,2,1,2,2,206,1,0,1,3,0,0,0
5922696,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Hanumanthapuram,Hanumanthapuram,KELAMANGALAM,5,3,6,12,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
3172432,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Katteri,Katteri,UTHANGARAI,2,3,1,8,1,636902,2,2,3,0,2,16,0,0,0,2,2,1,1,1,210,1,4,2,1,1,0,0
4029335,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Nellur,Doddathimmanahalli,KELAMANGALAM,2,3,1,8,1,635116,2,2,3,0,2,19,16,0,0,2,2,1,2,2,200,1,0,0,0,3,0,0
2453583,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Battamugulalam,Bettamugalalam,KELAMANGALAM,2,3,1,8,1,636806,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,10,10
