pseudocode,state,district,block,school loc,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
8725776,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Karukkanahalli,Karukkanahalli,KELAMANGALAM,7,3,6,10,1,635116,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
4879348,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Bellampalli,Bellampalli,KRISHNAGIRI,2,3,1,8,1,635116,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
5693756,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Moondrampatti,Moondrampatti,UTHANGARAI,7,3,6,10,1,635307,2,2,3,0,2,16,0,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
3892529,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Mugalur,Mugalur,HOSUR,2,3,1,8,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,1,210,1,0,0,0,0,0,0
6127371,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Thiyarandurgam,Kommepalli,SHOOLAGIRI,2,3,1,8,1,635119,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,3,0,7,9
9823539,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Kamandoddi,Kamandoddi,SHOOLAGIRI,7,3,6,10,1,635130,2,2,3,0,2,19,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
3693413,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kothigutalapalli,Mekalachinnampalli,KRISHNAGIRI,7,2,6,10,1,635120,2,2,3,0,2,16,0,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
6203852,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Govindapuram,Govindapuram,UTHANGARAI,7,3,6,10,1,635207,2,2,3,0,2,16,0,0,0,2,0,1,9,0,200,1,0,0,0,0,0,0
9328696,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Bagalur,Bagaloor,HOSUR,5,1,6,12,1,635124,2,2,3,0,2,16,19,0,0,2,2,1,9,0,203,1,0,0,0,0,0,0
7951009,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.12,,,,2,3,1,8,3,635001,2,2,3,0,2,16,19,0,0,2,2,1,2,1,210,1,0,0,2,6,1,4
3833665,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Chembarasanapalli,Simplethiradi,SHOOLAGIRI,2,3,1,8,1,635117,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,1,12,8
4975681,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Periamuthu,Periyamuthur,KRISHNAGIRI,5,3,6,12,1,635101,2,2,3,0,2,19,16,0,0,2,2,1,9,0,217,1,0,0,0,0,0,0
2605911,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Jambukuttapatti,Pochampalli,BARGUR,5,1,6,12,1,635206,2,2,3,0,2,16,19,0,0,2,2,1,9,0,203,1,0,0,0,0,0,0
4033967,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Doddamanchi,Doddamanchi,THALLY,2,3,1,8,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,4,3
8333302,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Veppanapalli,Veppanapalli,VEPPANAPALLI,5,1,6,12,1,635121,2,2,3,0,2,16,19,0,0,2,2,1,9,0,207,1,0,0,0,0,0,0
5673038,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Bellarapalli,Pachiganapalli,KRISHNAGIRI,7,3,6,10,1,635122,2,2,3,0,2,16,19,0,0,2,0,1,9,0,203,1,0,0,0,0,0,0
6955667,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Muchilikuttai,Maganoorpatti,UTHANGARAI,2,3,1,8,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,1,1,210,1,3,9,1,0,0,0
9226538,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Rengampatti,Valipatti,MATHUR,7,3,6,10,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
3140846,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Enusonai,Thiyagarasanapalli,SHOOLAGIRI,5,3,6,12,1,635117,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
4749514,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Doddamanchi,Doddamanchi,THALLY,2,3,1,8,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,15,6
9605743,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.12,,,,2,1,1,8,3,635001,2,2,3,0,2,18,0,0,0,2,2,1,2,2,204,1,0,0,1,0,0,0
6832318,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Balinayanapalli,Balinayanapalli,BARGUR,2,3,1,8,1,635108,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,2,1,4,2
6615547,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Chembarasanapalli,Simplethiradi,SHOOLAGIRI,2,3,1,8,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,1,0,0,0,4,4
3414499,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.9,,,,7,3,6,10,1,635109,2,2,3,0,2,19,16,0,0,2,0,1,9,0,200,1,0,0,0,0,0,0
5668443,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Melumalai,Melumalai,SHOOLAGIRI,2,3,1,8,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,1,2,210,1,1,1,0,0,0,1
4776944,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Binnamangalam,Binnamangalam,THALLY,2,3,1,8,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,1,2,206,1,15,9,0,0,0,0
2228897,TAMIL NADU,KRISHNAGIRI,BARGUR,2,Bargur,Bargur (TP) - Ward No.13,,,,2,3,1,8,1,635104,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,1,0,0,0
8407029,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Nagamangalam,Nagamangalam,KELAMANGALAM,7,3,6,10,1,635113,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
9163972,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Pudur,Pudur Pungani,Uthangarai,7,3,6,10,1,635207,2,2,3,0,2,16,0,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
2228971,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Ramandoddi,Kumbalam,SHOOLAGIRI,7,3,6,10,1,635105,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
3145548,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.3,,,,2,3,1,8,1,635126,2,2,3,0,2,19,16,0,0,2,2,1,1,2,206,1,0,0,3,6,0,0
9963406,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Nadupatti,Nadupatti,Uthangarai,2,3,1,8,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,1,0,0
3331254,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Rayakotta,Rayakottai,KELAMANGALAM,2,3,1,8,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,1,0,4,11
8942500,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Theertham,Theertham,VEPPANAPALLI,2,3,1,8,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,1,203,1,0,0,0,0,4,4
8838406,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Balinayanapalli,Balinayanapalli,BARGUR,2,3,1,8,1,635108,2,2,3,0,2,16,0,0,0,2,2,1,1,1,206,1,2,1,0,0,0,0
1085196,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Kottaiyur,Kottaiyur,THALLY,2,3,1,8,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,1,2,208,1,6,0,0,0,0,0
9613325,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Kunnathur,Kunnathur,MATHUR,5,3,6,12,1,635306,2,2,3,0,2,19,16,0,0,2,2,1,9,0,199,1,0,0,0,0,0,0
2320426,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Maruthanapalli,Maruthandapalli,SHOOLAGIRI,2,3,1,8,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,2,5,1
9657992,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Thadampatti,Thathampatti,BARGUR,2,3,1,8,1,635201,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,1,0,0,1
7025795,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Junjupalli,Thippanapalli,KRISHNAGIRI,2,3,1,8,1,635115,2,2,3,0,2,16,19,0,0,2,2,1,2,2,210,1,0,0,0,0,2,5
1899621,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Thiruvanapatti,Thiruvanapatti,UTHANGARAI,7,3,6,10,1,635304,2,2,3,0,2,16,0,0,0,2,0,1,9,0,200,1,0,0,0,0,0,0
1655615,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Battamugulalam,Bettamugalalam,KELAMANGALAM,2,3,1,8,1,635107,2,2,3,0,2,17,0,0,0,2,2,2,2,1,206,1,0,0,0,0,2,0
8899851,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,2,Uthangarai,Uthangarai (TP) - Ward No.6,,,,5,2,6,12,1,635207,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
1406557,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Vadamalampatti,Puliyampatti,BARGUR,5,3,6,12,1,635206,2,2,3,0,2,19,16,0,0,2,2,1,9,0,207,1,0,0,0,0,0,0
1132306,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Perumalnaickempatti,Kallavi,UTHANGARAI,2,3,1,8,1,635304,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,2,1,0,3
9651807,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Jagadab,Jagadab,KAVERIPATTINAM,7,3,6,10,1,635112,2,2,3,0,2,16,19,0,0,2,2,1,9,0,203,1,0,0,0,0,0,0
3049338,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Marachandiram,Marasandiram,VEPPANAPALLI,7,3,6,10,1,635121,2,2,3,0,2,16,0,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
1345918,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Berigai,B.S.Thimmasandiram,SHOOLAGIRI,7,3,6,10,1,635105,2,2,3,0,2,18,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
9101369,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Athimugam,Athimugam,SHOOLAGIRI,2,3,1,8,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,0,1
1212570,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Chennasandiram,Chennasandiram,HOSUR,2,3,1,8,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,1,1,210,1,1,1,1,0,0,0
5740248,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Chinnathimminayanapalli,Belavarthy,BARGUR,7,3,6,10,1,635120,2,2,3,0,2,16,0,0,0,2,0,1,9,0,203,1,0,0,0,0,0,0
5772967,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Batrahalli,Mathur,MATHUR,5,1,6,12,1,635203,2,2,3,0,2,19,16,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
8391281,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Umaiyanur,Upparapatti,UTHANGARAI,2,3,1,8,1,635207,2,2,3,0,2,16,19,0,0,2,2,1,1,1,210,1,2,2,1,0,0,0
9868427,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Jagadevipalayam,Jagadevi,BARGUR,2,3,1,8,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,189,1,0,0,0,0,3,2
4206721,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Kunnathur,Kunnathur,MATHUR,7,2,6,10,1,635306,2,2,3,0,2,19,16,0,0,2,0,1,9,0,200,1,0,0,0,0,0,0
2402838,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Athimugam,Athimugam,SHOOLAGIRI,2,3,1,8,1,635130,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,1,9,6
5093881,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.36,,,,7,3,6,10,1,635110,2,2,3,0,2,19,16,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
4243101,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Avalnatham,Chennasandiram,VEPPANAPALLI,2,3,1,8,1,635121,2,2,3,0,2,16,19,0,0,2,2,1,2,2,200,1,0,0,0,0,2,1
2697425,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Battamugulalam,Bettamugalalam,KELAMANGALAM,7,3,6,10,1,636806,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
3492387,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Thuppuganapalli,Thuppuganapalli,SHOOLAGIRI,5,3,6,12,1,635119,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
2058169,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Nagondapalli,Nagondapalli,HOSUR,2,3,1,8,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,1,3
6873337,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Chinnakothur,V.Madepalli,VEPPANAPALLI,7,3,6,10,1,635121,2,2,3,0,2,16,0,0,0,2,0,1,9,0,207,1,0,0,0,0,0,0
4213397,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Mallapadi,Mallapadi,BARGUR,5,3,6,12,1,635104,2,2,3,0,2,16,19,0,0,2,2,1,9,0,204,1,0,0,0,0,0,0
4468393,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Kudimenahalli,Agaram,Kaveripattinam,5,3,6,12,1,635204,2,2,3,0,2,19,16,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
9301819,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Singarapettai,Singerapatti,UTHANGARAI,5,1,6,12,1,635307,2,2,3,0,2,19,16,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
1507354,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Marachandiram,Marasandiram,VEPPANAPALLI,7,3,6,10,1,635115,2,2,3,0,2,16,19,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
6516162,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Chellakuttapatti,Sellagudapatti,KAVERIPATTINAM,1,3,1,5,1,635201,2,2,3,0,2,16,0,0,0,2,2,1,2,2,189,1,0,0,0,0,2,3
5607925,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Damodarhalli,Dhamodarahalli,KAVERIPATTINAM,1,3,1,5,1,635123,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,2,1,0
2693700,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Erudukotta,Irudhukottai,KELAMANGALAM,2,3,1,8,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,3,8
7176721,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Samalpatti,Samalpatti,MATHUR,5,3,6,12,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,9,0,208,1,0,0,0,0,0,0
6525852,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Nagampatti,Nagampatti,MATHUR,5,3,6,12,1,635203,2,2,3,0,2,16,19,0,0,2,2,1,9,0,206,1,0,0,0,0,0,0
6109104,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Veppalampatti,Veppalampatti,BARGUR,2,3,1,8,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,2,0,2
9591780,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Thurinjipatti,Vengadathampatti,UTHANGARAI,2,3,1,8,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,2,0,0,0
9674279,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Sevvampatti,Sivampatti,MATHUR,5,3,6,12,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
1593807,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Battamugulalam,Bettamugalalam,KELAMANGALAM,2,3,1,8,1,636806,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,16,10
1202264,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Bithireddi,Bithireddy,KELAMANGALAM,2,3,1,8,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,1,1,200,1,3,6,0,0,0,0
5890567,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Sigaralapalli,Sigaralapalli,BARGUR,2,3,1,8,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,207,1,0,0,2,3,0,0
5771753,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Madepalli,Madepalli,BARGUR,5,1,6,12,1,635104,2,2,3,0,2,19,16,0,0,2,2,1,9,0,200,1,0,0,0,0,0,0
9453941,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kompalli,Thippanapalli,KRISHNAGIRI,2,3,1,8,1,635122,2,2,3,0,2,16,19,0,0,2,2,1,2,2,200,1,0,0,1,0,0,0
3137428,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Poonapalli,Poonapalli,HOSUR,2,3,1,8,1,635114,2,2,3,0,2,19,0,0,0,2,2,1,1,1,210,1,4,6,0,0,0,0
4705552,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Hanumanthapuram,Hanumanthapuram,KELAMANGALAM,2,3,1,8,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,0,2
7734990,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Jeemangalam,Bagaloor,HOSUR,2,3,1,8,1,635103,2,2,3,0,2,17,19,0,0,2,2,1,1,1,206,1,1,2,0,0,0,0
5432067,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Bagalur,Bagaloor,HOSUR,2,3,1,8,1,635103,2,2,3,0,2,18,0,0,0,2,2,1,2,2,204,1,0,0,0,1,0,0
8128109,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Karandapalli,Karandapalli,THALLY,2,3,1,8,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,201,1,0,0,0,1,4,4
2215236,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Ettipatti,K. Ettipatti,MATHUR,7,3,6,10,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,9,0,200,1,0,0,0,0,0,0
8069127,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Varatanapalli,Varattanapalli,BARGUR,5,3,6,12,1,635120,2,2,3,0,2,16,19,0,0,2,2,1,9,0,201,1,0,0,0,0,0,0
5494348,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Sengodachinnahalli,Medaagaraharam,KELAMANGALAM,2,3,1,8,1,635116,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,10,16
1739518,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,2,Denkanikottai,Denkanikottai (TP) - Ward No.1,,,,4,2,6,8,6,635107,2,2,1,6,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
7773730,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Mugalpalli,Thummanapalli,HOSUR,2,3,1,8,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,1,2,206,1,0,0,0,0,0,3
4049942,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Peddatalapalli,Peththathaalapalli,KRISHNAGIRI,2,3,1,8,1,635002,2,2,3,0,2,19,16,0,0,2,2,1,1,1,200,1,6,12,1,0,0,0
5770579,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Anniyalam,Anniyalam,THALLY,2,3,1,8,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,1,1,207,1,3,2,0,0,0,0
9935391,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Erudukotta,Irudhukottai,KELAMANGALAM,7,3,6,10,1,635107,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
9763106,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Dhasapalli,Muthali,HOSUR,7,3,6,10,1,635109,2,2,3,0,2,17,19,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
1488493,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.24,,,,2,3,1,8,3,635001,2,2,3,0,2,18,0,0,0,2,2,1,2,2,204,1,0,0,2,1,0,0
9329766,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Melumalai,Melumalai,SHOOLAGIRI,7,3,6,10,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,9,0,220,1,0,0,0,0,0,0
4900847,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Vadamangalam,Vadamangalam,KAVERIPATTINAM,7,3,6,10,1,635123,2,2,3,0,2,16,0,0,0,2,0,1,9,0,220,1,0,0,0,0,0,0
5933830,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Badapalli,Badapalli,UTHANGARAI,2,3,1,8,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,1,1,1
2472551,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kondepalli,Kondepalli,KRISHNAGIRI,2,3,1,8,1,635115,2,2,3,0,2,19,16,0,0,2,2,1,2,1,208,1,0,0,0,0,2,1
9658878,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Upparapatti,Upparapatti,UTHANGARAI,7,3,6,10,1,635207,2,2,3,0,2,16,19,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
4410432,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Unisenatham,Unisenatham,THALLY,2,3,1,8,1,635118,2,2,3,0,2,19,0,0,0,0,0,1,1,2,206,1,4,4,0,0,2,3
6283954,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Keeimathur,Keelmathur,UTHANGARAI,7,3,6,10,1,635307,2,2,3,0,2,16,0,0,0,2,0,1,9,0,208,1,0,0,0,0,0,0
7397753,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Thorapalli Agraharam,Thorapalliagraharam,HOSUR,2,3,1,8,1,635109,2,2,3,0,2,18,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
4026896,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Venkatesapuram,Venkatesapuram,SHOOLAGIRI,7,3,6,10,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
6528176,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Egoor,Eggoor,UTHANGARAI,2,3,1,8,1,635307,2,2,3,0,2,16,19,0,0,2,2,1,1,1,210,1,5,3,2,0,0,0
6886506,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Mallapadi,Mallapadi,BARGUR,2,3,1,8,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,2,0,0
8374438,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Pillari Agraharam,Pillariagraharam,KELAMANGALAM,7,3,6,10,1,635116,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
2990737,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Chendrapalli,Anchoor,BARGUR,7,3,6,10,1,635203,2,2,3,0,2,16,19,0,0,2,0,1,9,0,206,1,0,0,0,0,0,0
2221071,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Errahalli,Errahalli,KAVERIPATTINAM,2,3,1,8,1,635112,2,2,3,0,2,19,0,0,0,2,2,1,1,2,207,1,0,1,0,0,2,0
3793309,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kathinayanapalli,Kaattinaayanapalli,Krishnagiri,10,3,9,12,1,635001,2,2,1,7,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
6864715,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Marupalli,Marupalli,THALLY,2,3,1,8,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,1,2,206,1,4,8,0,1,3,3
4731985,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Nochipatti,Nochipatty,UTHANGARAI,7,3,6,10,1,635207,2,2,3,0,2,16,0,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
7641626,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Thalikothanur,Thally Kothanur,THALLY,2,3,1,8,1,635118,2,2,3,0,2,16,19,0,0,2,2,1,2,1,206,1,0,0,0,1,5,3
7941077,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Bevunutham,Bevanatham,KELAMANGALAM,7,3,6,10,1,635113,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
7341735,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Majethgollahalli,Majeethgollahalli,BARGUR,2,3,1,8,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,1,0,0
2901078,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Halekotta,Beerjepalli,SHOOLAGIRI,7,3,6,10,1,635119,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
5843259,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Saragapalli,Saragapalli,THALLY,2,3,1,8,1,635114,2,2,3,0,2,19,0,0,0,2,2,1,2,2,207,1,0,0,0,0,2,2
