pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
1155745,3,4,1,1,4,0,2,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,1,2
3455220,3,7,3,1,6,1,6,0,0,2,2,2,2,2,1,1,0,0,4,4,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,1,5,1,0,1,1,1,0,0,1,1,2
3692303,3,2,2,1,4,0,2,0,0,2,1,1,1,1,0,0,0,0,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
6261648,3,6,1,7,5,0,4,0,0,2,1,1,1,1,0,0,0,0,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,1,1,2,2
6088988,3,2,1,1,5,1,5,0,0,2,1,1,1,1,0,0,0,0,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,0,1,0,0,1,2,2
7765036,2,3,2,1,6,3,3,0,0,2,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,1,1,2,2
8776676,3,6,1,1,5,2,2,0,0,1,2,2,1,1,0,0,0,0,4,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,1,0,0,0,1,2,2
9059451,1,1,1,7,8,2,8,0,0,1,3,3,2,2,1,1,0,0,9,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,0,0,1,2,2
2051356,3,3,1,1,5,0,2,0,0,2,0,0,1,1,0,0,0,0,0,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,3,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,2,2,2
6310717,2,3,3,2,17,5,17,0,0,1,12,12,12,12,3,2,2,1,9,18,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,4,2,13,500,5,0,0,2,1,1,1,2
8101698,3,5,1,1,5,0,2,0,2,2,1,1,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,1,2
7467705,3,3,1,5,5,2,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,1,2
3225224,3,4,1,1,5,1,2,0,0,2,2,2,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,1,0,1,1,2
1744618,3,6,2,1,5,1,1,1,0,1,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,0,1,0,1,1,2,2
9074330,3,5,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,0,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,1,2,2,2
2901366,3,2,1,1,5,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,1,0,1,2,2
7426023,3,6,6,1,8,6,6,0,0,1,2,2,1,1,1,0,0,0,4,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,4,13,0,0,1,0,2,2,1,2,2
1281135,1,3,1,1,32,6,40,0,0,1,28,28,14,14,2,2,2,2,21,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,35,0,10,1,25,10,3,1,1,2
3666067,1,1,1,1,0,6,17,0,0,1,10,10,10,10,2,2,2,2,16,16,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,6,40,0,4,1,6,10,4,1,2,3
5571360,2,2,2,1,5,2,4,0,0,2,0,0,2,2,1,1,1,1,0,10,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
9616656,3,5,5,5,6,1,3,0,2,1,1,1,1,1,1,1,0,0,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,1,10,0,0,0,0,2,1,2,2,2
7982824,2,1,1,1,8,2,8,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,2,2,0,0,1,1,1,1,1,2,2
3202322,3,5,1,5,16,0,4,1,0,2,1,1,1,1,0,0,0,0,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,1,1,1,2
1729768,3,7,2,2,6,4,4,0,0,2,1,1,3,3,1,1,0,0,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,3,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,2,10,0,0,1,0,1,1,1,2,2
6483761,3,4,3,1,5,0,3,0,0,2,1,1,1,1,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,1,2
7471605,2,1,1,1,29,7,29,0,0,1,9,9,6,6,3,2,2,1,9,18,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,0,0,18,1400,0,2,0,10,0,1,1,2
8477144,2,2,2,1,22,13,22,0,0,1,4,4,4,4,2,2,2,2,4,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,10,1300,5,1,0,3,0,1,1,2
1623074,1,2,2,1,13,1,13,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2
1045346,3,22,7,1,26,10,30,0,2,1,5,3,8,6,0,0,1,1,16,18,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,7,0,55,0,0,1,4,6,3,1,1,2
8251801,1,1,1,1,14,10,10,0,0,1,4,4,3,3,1,1,1,1,12,6,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,10,1,0,1,1,1,1,1,1,2,3
8854846,3,3,3,1,6,1,6,0,0,1,2,2,2,2,0,0,0,0,2,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,3,13,0,10,1,0,1,1,1,2,2
6067518,3,2,3,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,0,1,0,1,1,2,2
4633293,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,1,1,0,0,1,1,2
6105840,3,8,5,7,8,4,8,0,3,1,2,2,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,10,1,0,1,1,1,2,2
4341353,3,2,1,7,5,5,5,0,0,1,5,3,5,3,1,0,1,0,5,3,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,10,0,10,1,0,1,1,1,2,3
6415789,3,3,1,1,5,1,1,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,1,1,0,1,1,2,2
8057464,3,5,1,1,5,0,2,0,0,2,2,2,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
6941508,3,2,1,7,5,1,0,3,2,1,1,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,10,0,0,1,0,1,2,1,2,2
3917338,3,6,1,2,5,1,0,0,2,1,1,1,1,1,0,0,0,0,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
3942097,3,7,2,7,8,1,1,3,0,2,1,1,1,1,1,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,0,0,0,1,1,1,1,2
9083060,3,1,1,7,2,0,3,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,0,1,2,2
9262842,3,3,2,1,5,3,4,0,0,1,0,0,2,2,0,0,0,0,0,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
9981678,3,5,2,5,6,6,1,5,0,1,2,2,2,2,1,0,0,0,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,11,0,0,0,0,1,2,1,2,2
9369329,3,4,0,7,5,0,0,0,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,1,1,0,1,1,2,2
4487156,1,1,1,1,30,40,30,0,0,1,8,8,6,6,3,2,2,1,16,12,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,30,1500,10,1,5,3,3,1,1,2
2638502,3,4,4,7,5,2,2,2,0,1,2,2,2,2,0,0,0,0,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,2,3,0,0,0,1,0,0,1,1,2
8658127,2,1,1,1,10,2,10,0,0,2,2,2,2,2,1,1,1,1,7,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,9,30,9,1,1,0,1,1,1,3
3469754,3,4,2,1,5,4,4,0,0,2,1,1,1,1,0,0,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,1,1,1,2
8024821,1,1,1,1,65,4,65,0,0,1,46,42,39,36,19,15,16,13,42,36,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,0,0,30,1100,0,1,0,36,0,1,1,2
5068483,1,3,5,1,96,18,95,0,0,2,80,80,120,120,0,0,0,0,110,60,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,1,0,60,0,0,0,31,1,4,1,2,3
8742397,1,1,1,1,7,1,7,0,0,1,3,3,3,3,0,0,0,0,8,8,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,2,0,0,0,0,0,1,1,2,3
7625466,4,8,3,1,8,1,5,0,0,2,2,2,2,2,0,0,1,1,4,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,4,3,0,0,0,1,1,1,1,2,2
9138856,3,8,2,1,11,1,2,1,0,2,1,1,1,1,0,0,1,0,0,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,2,2,0,1,1,1,1,1,1,2,2
3083903,3,9,4,1,8,4,6,2,0,1,2,2,3,2,0,0,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,3,2,0,1,0,1,0,1,1,1,2
4813080,3,5,1,7,5,1,1,1,0,2,1,1,1,0,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,1
8185410,3,2,2,5,5,1,2,0,0,2,1,1,1,1,0,0,0,0,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
3903551,1,2,2,1,21,10,21,0,0,1,0,0,33,33,0,0,2,2,0,30,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,2,2,1,0,2,0,25,1,1,2,1,1,1,2
3135112,1,1,1,1,8,8,8,0,0,1,3,3,2,2,1,1,1,1,3,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,1,1,1,2,1,2,2
2355141,3,7,3,1,4,0,4,0,0,2,1,1,1,1,1,1,2,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,3,1,0,0,0,1,0,1,1,2,2
7840056,3,2,1,1,5,0,3,0,0,2,1,1,1,1,0,0,0,0,3,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,1,1,2,2
4514047,3,3,2,1,5,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,6,0,0,0,1,0,1,1,2,3
8165569,3,5,5,1,5,0,5,0,0,2,2,2,2,2,0,0,0,0,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,0,1,0,1,1,2,3
1300073,1,4,4,1,36,9,25,0,0,1,10,10,10,10,2,2,2,2,14,14,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,0,0,20,0,2,1,0,2,2,1,2,2
6407505,3,13,13,7,12,10,12,0,0,1,2,2,0,0,1,0,0,0,10,0,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,2,1,1,1,1,4,4,4,4,1,2,0,0,20,0,0,1,0,1,1,1,1,2
6905745,3,6,3,2,5,1,2,0,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,0,1,0,1,1,1,1,1,2
4022033,3,2,1,2,2,0,2,0,0,2,0,0,6,6,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,0,0,0,1,2,3
9247258,3,5,2,5,5,0,4,0,0,2,1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,1,1,1,1,1,1,2
6493828,3,5,2,7,5,0,4,0,0,2,0,0,2,2,0,0,0,0,0,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,1,1,2,2
4320874,3,4,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,0,1,2,2
5500422,3,1,1,1,2,0,2,0,0,2,1,1,1,1,0,0,0,0,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,1,0,1,2,2
2717079,3,4,1,1,5,2,2,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,1,2
6041001,3,4,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
5340357,2,1,1,1,14,3,14,0,0,1,6,6,6,6,1,1,1,1,7,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,8,8,0,0,1,8,0,3,1,2,3
3254180,3,4,2,7,2,0,2,0,0,2,0,0,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,0,1,0,1,1,2,2
5290345,3,3,1,1,5,0,1,1,0,2,0,0,1,1,0,0,1,1,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,3
6731225,3,3,3,1,7,2,0,7,0,1,3,2,4,4,0,0,1,0,8,8,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,7,1,13,0,0,0,0,2,2,1,2,2
6288736,2,1,1,1,42,8,42,0,0,1,30,30,38,38,5,4,5,3,45,10,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,50,1388,4,2,3,45,2,1,1,2
3549117,1,1,1,5,8,0,2,0,0,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2
2243733,3,2,3,7,6,1,6,0,0,2,2,2,2,2,0,0,0,0,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,1,3,2,0,0,1,1,0,0,1,2,2
6384567,3,6,3,1,5,1,4,0,0,1,1,1,2,2,1,1,2,2,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,1,1,1,2,2
6062664,3,4,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,0,1,2,3
3567670,3,12,2,7,8,1,2,0,1,2,0,0,2,2,0,0,1,1,0,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,1,13,0,0,0,0,3,1,1,1,2
5554182,3,3,1,1,6,1,2,0,3,1,1,0,2,2,1,0,1,0,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,2,10,0,0,0,0,2,2,1,2,2
6228490,3,2,2,7,6,5,6,0,0,1,1,0,0,0,1,1,0,0,3,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,6,3,10,0,1,0,0,1,2,1,2,2
9321189,3,3,3,1,6,2,6,0,0,1,3,3,2,2,0,0,0,0,3,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,3,11,0,0,1,0,2,1,1,2,2
9544172,1,1,1,1,60,8,60,0,0,1,27,25,23,21,11,9,12,9,75,42,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,9,1,2,9,1,1,1,1,1,4,4,4,4,1,1,9,4,1,65,850,45,2,45,5,6,1,1,2
1781933,1,1,2,1,0,2,7,0,0,1,2,2,2,2,1,1,1,1,4,4,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,2,2
5245727,3,12,2,2,7,1,3,2,0,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,10,0,1,2,1,1,2,2
1686012,3,6,1,7,3,1,2,0,1,2,1,1,1,1,0,0,0,0,5,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
3514103,3,3,3,1,5,1,5,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,1,0,0,1,2,2
4973178,3,2,2,1,5,0,2,2,0,2,2,2,2,2,0,0,0,0,6,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,4,0,0,0,1,0,0,1,2,2
7616025,3,10,2,7,3,0,3,0,1,2,1,1,1,1,0,0,1,1,3,10,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,2,0,0,1,1,0,1,1,2,2
8212075,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,1,0,1,2,2,2
9921306,3,5,2,2,7,2,5,0,0,2,1,1,3,2,0,0,1,1,3,9,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,13,0,0,0,0,2,1,1,1,2
