pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
1855483,3,4,3,1,6,0,3,0,3,2,2,2,2,2,2,2,2,2,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,1,1,0,1,1,2,2
3229906,3,23,10,7,39,5,29,10,0,1,10,10,0,0,0,0,0,0,10,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,2,2,2,3,3,3,3,3,1,1,1,10,0,32,0,0,0,0,1,1,1,2,2
7796170,2,1,1,7,5,8,5,0,0,1,5,5,6,6,1,1,1,1,6,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,11,1,0,1,1,1,2,2
5765830,3,16,16,1,8,4,2,4,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,20,0,20,1,1,1,1,1,1,2
1711664,3,9,4,7,5,4,3,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,10,1,1,1,1,1,1,2
9827906,3,5,2,1,5,1,2,0,0,2,1,1,1,1,0,0,0,0,6,4,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
5066081,3,3,0,7,5,3,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,10,0,0,1,0,1,2,1,1,2
7555208,2,1,1,1,7,2,7,0,0,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,1,0,1,2,2
8173514,3,6,1,7,5,2,4,0,0,2,3,3,4,4,2,2,0,0,6,8,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,0,1,1,1,1,1,1,3
5816790,3,1,1,2,5,0,2,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,0,0,1,0,0,2,2,2
6466963,2,2,2,1,19,8,19,0,0,1,8,8,6,6,0,0,0,0,8,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,23,0,0,0,1,0,3,1,2,2
1141738,3,4,1,5,5,0,1,0,0,2,1,1,1,1,0,0,0,0,1,4,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
6278323,3,5,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,3,0,0,0,1,0,0,1,2,2
8645261,3,4,2,7,7,3,2,1,2,2,2,2,1,1,0,0,0,0,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,0,1,1,1,1,1,2
6157668,3,8,1,7,4,0,1,0,0,2,2,2,0,0,1,1,1,1,6,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,1,1,0,1,1,2,2
9583170,3,9,6,1,13,4,6,3,0,1,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,0,1,0,1,1,1,1,2
4297905,3,3,3,5,5,0,3,2,0,2,1,1,1,1,1,1,0,0,2,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,4,2,0,0,1,1,0,1,1,2,2
7563991,1,1,1,1,13,6,13,0,0,1,6,6,4,4,2,1,1,1,12,4,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,35,0,0,0,0,3,0,1,2,2
8122207,3,3,1,7,2,0,2,0,0,2,1,0,2,2,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,0,2,0,0,1,1,3
1839984,3,6,3,1,5,2,4,0,0,1,1,1,1,1,0,0,0,0,6,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,2,0,0,1,1,1,1,1,1,2
5498884,2,2,2,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,3,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,1,1,1,2,2
7934552,2,3,1,7,5,0,1,0,0,2,1,1,1,1,1,1,1,1,4,4,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,0,0,0,1,2,2
5202792,3,2,2,5,10,6,0,4,0,1,4,4,6,6,1,1,1,1,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,11,0,0,1,0,1,2,1,2,2
2893463,3,2,1,1,5,0,4,0,0,2,1,1,0,0,0,0,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
9225488,3,6,2,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,1,1,2,2
8403584,3,5,6,1,5,0,9,0,0,2,1,1,3,3,0,0,0,0,3,4,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,6,3,1,0,0,1,1,0,1,1,2,2
6748404,1,1,1,7,5,6,5,0,0,1,4,4,4,4,1,1,1,1,4,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,0,0,0,1,1,1,2,3
4371589,3,4,2,7,5,0,4,0,0,2,0,0,0,0,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,0,1,0,0,1,2,2
7446147,3,2,2,1,5,0,3,0,0,2,0,0,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,3
9753234,2,1,1,1,18,7,18,0,0,1,7,7,7,7,2,1,2,1,21,14,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,1,1,1,9,0,0,20,1400,2,1,1,2,0,1,1,2
3502346,3,6,3,5,5,0,5,0,0,2,2,2,2,2,0,0,0,0,0,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,1,1,0,1,1,2,2
9363046,3,2,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,1,1,2,2
6348891,3,1,1,5,10,7,5,0,0,1,4,4,5,5,1,1,1,1,5,0,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,1,1,0,1,1,1,2,2
5269196,2,2,2,1,56,9,56,0,0,1,22,20,18,17,9,6,9,7,20,34,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,5,1,30,1000,7,1,0,2,5,1,1,2
5980821,3,2,2,1,5,1,2,0,0,2,2,2,2,2,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,2,2
8905944,3,2,1,5,5,0,2,0,2,2,2,2,2,2,0,0,0,0,2,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,2,3,0,0,0,1,0,1,1,2,2
4340921,3,3,1,1,5,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,2
8863732,2,1,1,1,28,9,19,0,0,1,20,20,20,20,0,0,0,0,24,24,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,1,4,4,4,4,1,1,9,6,0,17,0,0,1,5,5,3,1,2,3
6451531,3,5,1,1,5,0,4,0,0,2,3,3,4,4,0,0,0,0,3,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,3,1,0,0,0,1,0,1,1,2,2
2421492,3,4,2,7,2,2,2,0,0,2,2,2,2,2,0,0,0,0,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,1,1,1,1,1,2,2
9638249,3,3,1,1,5,0,1,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
9762549,3,3,1,7,5,2,2,0,0,2,0,0,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,1,1,2,2
8131616,3,4,1,1,5,0,2,0,0,2,1,1,2,2,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
2625046,3,12,11,5,12,5,12,0,0,1,2,2,1,1,0,0,0,0,5,5,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,10,0,11,1,0,1,1,1,2,2
4875654,3,5,2,1,5,1,3,0,0,1,0,0,2,2,0,0,0,0,0,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
5922696,3,1,1,1,5,9,7,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,0,0,20,0,0,1,0,2,2,1,1,2
2486679,3,4,4,1,5,5,5,0,0,1,1,1,0,0,0,0,0,0,2,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,2,2
1515022,3,4,1,1,5,0,2,0,0,2,1,1,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,3
3089822,3,3,1,1,5,0,2,0,0,2,0,0,1,1,0,0,1,1,0,5,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,1,0,0,1,1,2
3172432,3,6,3,1,9,1,5,2,0,1,1,1,4,4,1,1,0,0,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,13,0,0,0,0,2,2,1,1,2
4828821,3,9,9,7,10,5,10,0,0,1,0,0,2,2,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,1,1,0,1,1,1,1,2
8870228,3,19,19,7,25,12,25,0,0,1,2,2,3,3,0,0,1,1,0,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,6,0,20,0,10,1,0,2,2,1,1,2
8288229,3,2,1,5,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,2,0,2,2,1,2,2,1,1,1
4989971,2,3,3,1,13,10,15,0,0,1,4,4,6,6,2,2,2,2,8,6,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,32,0,0,0,0,1,3,1,2,1
4823005,3,7,1,7,4,0,1,1,0,2,1,1,1,1,0,0,0,0,0,6,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,1,0,1,1,2,2
2545695,3,1,1,7,5,0,2,0,0,2,1,1,1,1,0,0,0,0,4,3,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,0,0,1,0,1,1,2,2
4258298,3,3,2,7,7,0,3,0,4,2,0,0,1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,1,13,0,2,1,0,2,2,1,1,2
5766663,3,2,1,7,2,0,2,0,0,2,1,1,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
5084389,3,5,1,1,6,0,4,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,0,1,1,1,1,2,3
7521177,3,2,2,1,8,1,2,2,0,2,1,1,1,1,1,0,0,0,0,0,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,10,0,0,0,0,2,2,1,2,2
7017714,3,2,2,1,5,0,4,0,0,2,1,1,1,1,1,0,1,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,2,2,2
2453583,3,3,3,1,8,2,8,0,0,1,3,3,3,3,1,0,1,0,9,9,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,2,13,0,10,1,0,1,2,1,2,2
1974064,3,8,3,1,5,4,5,1,0,1,3,3,3,3,1,1,1,1,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,2,1,0,4,2,1,1,2
6585440,3,3,2,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,3,3,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,0,0,0,0,1,0,0,1,2,2
1376776,1,1,1,3,8,1,7,0,0,1,3,3,3,3,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,0,0,1,2,2
4457210,3,4,1,5,5,0,2,0,0,2,1,1,1,1,0,0,0,0,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,1,2,2
7865025,3,4,2,1,5,2,5,0,0,2,0,0,2,2,0,0,0,0,0,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
5665560,3,7,2,1,9,6,4,1,1,1,2,2,3,3,0,0,1,1,6,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,3,10,0,0,1,0,1,1,1,1,2
7443417,3,4,2,2,5,0,0,4,0,2,0,0,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,2,0,0,0,1,0,1,1,2,3
7973523,3,1,1,1,5,2,1,1,0,2,1,0,1,1,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,1,0,1,2,2
7962044,3,4,2,1,8,0,2,2,1,2,0,0,2,1,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,5,2,10,0,0,1,0,1,1,1,1,2
5881505,2,1,1,1,15,2,15,0,0,1,5,5,3,3,1,1,1,1,10,6,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,1,0,1,2,2
3241806,3,8,2,1,5,3,2,0,3,2,0,0,0,0,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,3,3,0,0,1,1,0,1,1,2,2
7903514,3,2,1,1,5,0,2,0,2,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,1,1,2,2
9982711,3,16,16,1,25,7,25,0,0,1,4,2,4,4,0,0,1,1,17,9,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,2,2,4,4,4,4,1,1,1,10,0,25,0,0,1,0,1,1,1,2,2
3933082,3,4,1,1,5,0,2,0,0,2,2,2,1,1,1,1,1,1,4,7,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,1,1,2,2
3393004,3,10,8,5,12,5,4,2,3,2,2,2,2,2,0,0,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,9,0,24,0,21,1,0,3,2,1,1,2
5851302,3,6,2,1,8,4,3,0,1,2,0,0,2,2,0,0,0,0,0,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,3,0,0,0,1,0,1,1,2,2
5708669,3,2,1,5,5,0,0,0,2,2,1,1,1,1,1,1,1,0,2,3,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,1,1,1,0,1,2,3
7191894,3,5,4,1,5,6,5,0,0,1,2,2,2,2,1,1,1,1,5,5,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,10,1,0,2,3,1,1,2
4793364,3,2,1,2,3,3,1,0,2,2,2,2,2,2,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
5719706,1,1,1,1,8,5,8,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,4,0,0,1,1,1,2,1,2,2
4933122,3,4,2,7,6,0,3,2,0,2,2,2,1,1,0,0,1,1,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,10,1,0,2,2,1,1,2
3176704,3,11,4,1,6,3,11,0,0,1,2,2,0,0,1,1,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,1,0,1,1,1,2,2
9218032,1,3,3,5,52,9,52,0,0,1,32,29,24,22,13,11,12,10,58,44,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,3,0,20,0,0,0,0,1,4,1,2,2
9347028,3,3,0,1,5,0,0,0,2,2,1,0,1,1,0,0,0,0,2,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,1,1,0,0,1,2,2
9558902,3,4,1,1,2,0,2,0,0,2,2,2,1,1,0,0,0,0,4,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,1,1,1,0,1,1,1,2
2779628,3,1,1,5,5,0,0,0,2,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,1,0,0,1,2,2
3808860,3,8,6,1,10,2,3,3,0,2,2,2,3,3,1,1,0,0,8,3,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,1,1,1,1,2,2
4122698,2,3,3,1,12,3,12,0,0,1,2,2,2,2,3,3,3,3,6,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,2,2
5142678,3,13,8,1,78,6,18,0,3,1,2,2,3,3,0,0,0,0,10,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1,1,1,2,3,3,1,1,1,14,0,27,0,0,1,0,3,3,1,1,2
1624201,3,3,2,2,6,0,2,2,0,2,1,1,1,1,1,1,0,0,4,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,5,5,10,0,0,1,0,1,2,1,2,2
4186444,4,3,1,1,5,0,1,0,0,2,1,1,1,1,0,0,1,0,4,5,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,3
1643342,3,1,1,1,5,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,2,2
